2,25,2,70.0
22,25,5,70.0
21,26,9,90.0
44,31,7,110.0
5,36,5,70.0
28,36,7,70.0
29,37,6,50.0
24,47,7,110.0
42,53,2,70.0
5,63,5,100.0
8,8,8,100.091
5,4,11,160.093
6,6,2,40.0
7,8,4,40.0
12,13,7,40.0
26,30,3,30.0
4,32,2,30.0
17,35,5,100.0
35,42,6,110.0
0,4,13,90.051
4,4,5,90.052
6,4,7,90.113
10,4,4,90.0
11,4,6,90.0
14,4,10,90.0
85,3,2,30.0
44,10,9,190.0
62,10,11,190.0
68,13,8,80.0
6,16,5,60.0
51,29,3,30.0
0,30,2,50.0
32,32,9,80.0
33,32,6,80.0
55,34,4,80.0
88,41,5,40.0
92,43,8,80.0
40,44,10,120.0
8,54,3,90.0
28,7,3,40.0
10,14,6,90.0
11,16,6,100.0
25,21,7,70.0
5,26,1,60.0
28,26,3,60.0
22,31,5,70.0
25,34,7,50.0
54,34,6,50.0
27,37,2,60.0
28,54,3,50.0
43,59,8,150.0
7,60,2,80.0
44,60,9,80.0
45,61,7,60.0
9,68,2,90.0
16,17,9,70.0
37,38,4,90.0
31,45,14,150.0
33,50,7,40.0
34,51,9,60.0
41,56,11,100.0
15,13,2,40.0
16,45,4,70.0
14,64,7,60.0
21,69,4,60.0
25,72,4,70.0
0,0,8,70.41
1,3,4,30.254
3,3,3,30.25
6,7,4,50.0
12,11,3,40.0
17,12,7,70.0
13,25,3,90.0
21,25,2,90.0
2,1,7,110.12
15,23,10,80.0
3,25,4,50.0
35,25,8,50.0
38,27,6,90.0
14,36,1,50.0
22,36,3,50.0
60,54,3,60.0
7,2,4,40.0
12,14,9,100.0
13,14,13,100.0
19,14,12,100.0
9,16,9,70.0
16,18,4,130.0
10,12,8,60.0
24,26,4,50.0
36,41,2,40.0
7,3,6,80.172
18,33,4,50.0
9,53,3,80.0
18,53,4,80.0
52,64,4,40.0
3,6,3,60.0
4,6,4,60.0
6,6,6,60.143
8,6,8,60.0
9,6,4,60.0
39,6,7,50.0
13,20,2,30.0
24,24,4,80.0
8,34,9,140.0
9,38,5,90.0
3,1,4,40.21
7,5,2,50.0
8,5,7,50.0
11,9,3,30.0
12,9,2,30.0
19,13,8,80.0
31,31,7,80.0
30,35,5,70.0
7,7,3,90.0
1,1,2,60.0
12,9,3,20.0
12,11,3,60.0
3,3,10,100.131
5,5,5,50.167
7,10,7,50.0
4,5,7,100.099
14,9,5,60.0
2,0,4,70.014
0,26,2,70.0
35,29,2,70.0
39,30,4,80.0
10,9,9,120.077
0,6,2,90.0
11,14,3,60.0
21,17,2,20.0
25,24,3,70.0
23,34,3,40.0
38,34,7,40.0
31,37,2,90.0
23,39,3,20.0
2,1,6,70.179
7,7,4,100.0
18,17,2,50.0
39,30,10,80.0
47,40,7,70.0
24,44,4,70.0
47,44,7,70.0
30,46,2,20.0
52,46,5,20.0
63,57,7,70.0
18,16,7,110.0
1,2,8,80.123
3,6,7,30.0
5,6,3,30.0
6,6,5,30.0
8,6,3,30.0
3,9,7,30.0
5,9,3,30.0
6,9,5,30.0
8,9,3,30.0
12,13,1,10.0
13,14,11,120.0
6,11,5,60.0
9,11,3,60.0
4,16,4,90.0
6,16,7,90.0
9,16,6,90.0
12,16,14,90.0
7,19,1,30.0
5,6,3,50.0
9,17,8,70.0
3,18,3,80.0
7,18,3,80.0
10,18,10,80.0
13,22,6,90.0
4,4,7,80.175
16,10,8,100.0
4,3,4,50.496
9,11,5,70.0
4,11,3,70.0
4,4,4,40.2
15,13,5,30.0
24,29,6,80.0
5,6,5,60.0
3,7,4,110.0
31,5,4,130.0
13,10,2,100.0
4,19,7,70.0
13,30,2,60.0
40,30,6,60.0
2,3,10,90.168
7,7,5,100.0
20,19,11,140.0
22,19,4,140.0
6,20,3,30.0
3,4,9,110.118
7,14,2,60.0
25,16,3,50.0
27,18,8,70.0
14,17,5,80.0
15,17,3,80.0
16,1,5,70.0
4,3,2,60.0
5,3,6,60.265
4,6,2,30.0
8,6,3,30.0
3,1,5,40.218
1,4,2,120.0
3,4,5,120.09
13,4,7,120.0
16,7,7,70.0
5,10,9,110.0
3,2,3,110.0
8,7,7,110.083
8,6,8,90.117
1,0,6,90.082
5,9,8,60.0
8,9,4,60.0
9,10,4,80.0
10,10,4,80.0
11,10,7,80.0
13,16,10,110.0
5,4,6,50.167
7,6,4,30.0
14,8,12,160.067
6,17,8,80.0
8,17,10,80.0
11,17,9,80.0
12,17,4,80.0
13,17,9,80.0
16,17,5,80.0
7,4,10,60.0
6,9,9,70.125
7,11,4,90.0
13,11,6,90.0
0,5,2,80.0
6,15,3,80.0
7,5,7,100.07
0,0,6,200.0
1,0,8,200.0
4,3,9,70.128
6,5,9,110.112
7,5,5,110.083
5,6,2,80.0
6,6,9,80.108
7,6,5,80.0
6,6,2,20.0
12,6,2,20.0
6,7,2,40.0
7,7,4,40.0
8,7,4,40.0
8,8,4,40.0
11,12,4,40.0
18,16,8,90.0
19,16,6,90.0
19,17,6,60.0
16,20,9,80.0
22,20,7,80.0
0,21,3,110.0
12,21,2,110.0
14,21,2,110.0
26,23,8,170.0
33,31,4,30.0
35,34,8,90.0
41,37,9,90.0
31,47,4,120.0
46,47,11,120.0
47,47,12,120.0
14,58,2,70.0
55,58,9,70.0
59,63,4,50.0
61,63,6,50.0
61,67,6,130.0
62,67,9,130.0
12,68,2,20.0
63,68,2,20.0
64,69,4,40.0
67,69,4,40.0
64,72,4,40.0
67,72,4,40.0
68,73,3,30.0
3,3,6,70.222
5,3,9,70.237
15,10,7,40.0
22,20,11,130.0
24,23,8,90.0
8,6,6,90.1
4,9,4,50.0
2,16,6,90.0
15,16,12,90.0
18,20,2,20.0
19,21,2,20.0
20,22,2,20.0
0,1,8,60.123
6,6,7,80.164
20,22,7,130.0
21,22,9,130.0
23,26,4,40.0
26,29,11,130.0
5,1,10,70.122
10,6,12,140.048
1,2,10,120.124
3,6,3,60.0
5,6,7,60.406
10,14,5,80.0
0,0,4,20.387
4,2,8,110.163
11,3,3,80.0
11,12,3,70.0
18,12,7,70.0
5,21,2,80.0
30,26,6,70.0
1,30,4,130.0
40,33,7,120.0
29,4,7,50.0
0,7,3,50.0
4,8,9,100.076
2,19,11,120.0
3,22,7,100.0
4,5,8,100.041
5,6,4,50.0
7,17,3,60.0
20,18,2,70.0
21,19,5,40.0
25,26,5,160.0
26,26,4,160.0
27,26,5,160.0
33,30,6,80.0
41,33,11,60.0
3,8,6,100.0
7,8,6,100.0
14,12,4,50.0
38,12,5,50.0
17,25,9,100.0
8,29,3,60.0
20,29,6,60.0
48,46,9,70.0
49,47,6,60.0
16,5,3,30.0
21,24,4,80.0
18,30,5,60.0
19,32,4,60.0
20,35,2,70.0
33,39,2,30.0
42,46,4,80.0
1,1,10,200.001
14,8,5,70.0
16,11,5,60.0
18,13,6,60.0
0,2,3,50.115
4,2,2,50.0
3,9,3,50.0
4,9,2,50.0
8,14,2,90.0
15,14,9,90.0
7,1,4,70.125
1,2,4,90.058
3,2,4,90.018
4,2,5,90.086
5,2,5,90.03
8,2,14,90.15
11,2,8,90.0
8,3,2,100.0
7,4,9,60.0
0,10,10,90.1
28,11,3,60.0
34,16,4,90.0
34,20,4,50.0
11,26,3,50.0
8,29,4,60.0
2,6,4,60.0
24,21,4,120.0
34,32,7,90.0
3,16,3,110.0
7,5,5,40.0
2,7,4,60.0
17,14,2,50.0
17,18,2,70.0
31,27,4,40.0
32,28,4,40.0
1,29,4,60.0
13,11,12,110.0
19,15,4,80.0
6,28,2,120.0
43,38,7,70.0
59,45,4,100.0
2,5,5,80.111
9,5,11,110.086
10,5,12,110.116
1,1,12,130.261
4,1,3,130.018
6,1,6,130.051
4,2,3,30.0
5,5,9,110.101
10,20,10,100.0
11,20,4,100.0
31,20,8,100.0
5,22,2,60.0
14,22,6,60.0
16,24,8,100.0
20,27,6,90.0
30,41,7,100.0
31,41,8,100.0
6,45,3,40.0
36,47,8,80.0
6,52,3,50.0
34,52,5,50.0
51,56,5,140.0
40,59,4,90.0
41,60,4,40.0
43,62,6,100.0
43,64,6,50.0
56,76,5,70.0
61,83,6,70.0
65,87,9,110.0
1,1,10,100.208
2,8,3,70.0
17,16,3,30.0
9,19,2,40.0
21,19,3,40.0
0,26,3,120.0
20,38,1,110.0
16,40,8,120.0
24,24,4,100.0
5,32,3,60.0
36,37,4,60.0
13,3,7,110.0
13,2,6,70.0
6,11,4,40.0
3,5,5,50.167
9,8,8,110.083
15,11,9,100.0
11,15,3,70.0
6,3,13,120.08
6,5,5,30.0
10,1,2,60.0
13,1,10,60.0
16,1,3,60.0
11,11,2,100.0
17,17,13,140.0
23,21,9,90.0
24,24,8,110.0
31,29,10,140.0
16,31,3,70.0
34,31,4,70.0
16,33,3,50.0
37,33,12,50.0
25,35,3,120.0
43,35,7,120.0
41,38,3,30.0
6,4,11,100.071
11,9,6,100.0
15,12,7,70.0
21,16,10,100.0
22,17,9,80.0
24,0,5,30.0
11,10,5,50.0
15,13,7,60.0
17,14,11,90.0
23,19,9,60.0
35,21,4,40.0
1,1,5,90.176
6,1,4,90.042
7,1,8,90.108
19,1,7,90.0
1,3,5,70.068
3,5,7,40.543
5,13,5,70.0
2,2,3,80.0
5,4,8,90.143
8,7,5,60.0
11,10,7,70.0
15,14,5,50.0
19,17,2,20.0
2,21,3,100.0
23,24,9,120.0
25,26,5,60.0
2,30,3,110.0
0,0,2,60.0
1,0,5,60.215
2,2,4,60.324
28,17,1,10.0
21,25,4,10.0
6,26,5,190.0
8,26,8,190.0
10,26,9,190.0
18,26,10,190.0
20,26,6,190.0
25,28,9,90.0
4,3,8,90.181
9,6,2,60.0
13,13,7,80.0
1,5,7,80.135
2,5,9,80.078
3,5,6,80.137
4,5,7,80.098
7,5,5,80.111
9,5,3,80.0
15,5,6,80.0
1,10,7,90.0
2,10,9,90.0
3,10,6,90.0
4,10,7,90.0
7,10,5,90.0
9,10,3,90.0
15,10,6,90.0
15,0,2,30.0
12,5,3,100.0
15,5,2,100.0
17,8,10,120.0
20,11,4,40.0
4,6,7,60.228
11,2,3,70.0
0,8,4,90.0
30,21,4,40.0
0,1,4,60.103
1,5,5,200.0
2,5,4,200.0
4,5,11,200.024
5,5,4,200.0
6,5,3,200.0
8,5,7,200.043
9,5,6,200.0
28,34,4,40.0
31,37,6,60.0
32,37,13,60.0
17,7,7,70.0
11,8,7,100.0
5,17,9,190.0
6,17,6,190.0
8,17,11,190.0
12,17,5,190.0
18,17,2,190.0
4,4,2,120.0
4,11,2,60.0
4,14,2,80.0
10,14,3,80.0
11,14,5,80.0
13,15,5,60.0
21,22,6,160.0
22,23,11,80.0
9,14,4,70.0
2,1,9,60.08
11,8,2,20.0
14,13,4,60.0
3,2,7,80.149
33,2,2,80.0
5,6,9,150.094
18,16,8,60.0
20,19,5,60.0
22,19,9,60.0
25,24,7,80.0
38,28,2,100.0
5,4,8,80.091
0,0,7,90.213
9,11,7,70.0
18,20,7,120.0
1,0,9,80.086
8,16,12,110.0
13,19,7,90.0
19,34,2,80.0
11,11,9,90.0
42,35,3,30.0
17,8,2,20.0
18,9,5,50.0
4,16,4,30.0
7,21,2,80.0
25,22,7,40.0
23,24,9,100.0
11,29,1,60.0
31,29,6,60.0
33,31,4,40.0
3,5,4,60.0
10,11,1,60.0
11,11,7,60.0
18,15,4,70.0
1,1,6,60.354
1,3,9,80.191
0,10,2,60.0
3,12,5,110.0
8,12,6,110.0
9,12,9,110.0
20,12,9,110.0
13,16,6,60.0
12,19,2,120.0
12,24,2,90.0
24,24,7,90.0
25,25,5,60.0
27,27,7,100.0
9,11,10,100.0
20,20,13,130.0
1,1,5,50.332
3,0,4,30.25
5,4,4,40.0
6,5,1,30.0
7,5,4,30.0
8,5,4,30.0
12,10,5,40.0
9,3,11,180.032
17,8,4,110.0
13,14,9,130.0
25,14,7,130.0
12,6,3,50.0
10,22,2,80.0
7,25,3,60.0
3,14,5,70.0
18,20,8,90.0
19,21,11,120.0
26,27,9,100.0
8,41,3,120.0
38,41,3,120.0
41,44,4,70.0
42,45,3,30.0
9,7,12,120.061
20,17,7,70.0
30,25,10,40.0
0,3,3,50.167
6,3,2,50.0
37,4,4,70.0
16,17,7,70.0
18,17,12,70.0
33,31,8,120.0
0,0,4,40.458
25,32,10,120.0
4,5,4,80.0
7,6,4,30.0
8,6,2,30.0
10,10,7,60.0
14,11,5,50.0
13,14,3,80.0
0,17,2,100.0
23,17,2,100.0
3,4,10,170.026
4,4,6,170.009
5,4,7,170.002
17,4,8,170.056
18,4,3,170.0
8,7,10,200.1
14,14,5,70.0
15,16,4,40.0
10,7,7,40.0
2,8,6,90.0
21,21,7,70.0
23,22,8,80.0
35,32,9,80.0
16,18,9,100.0
22,21,3,60.0
3,34,3,40.0
37,38,8,40.0
33,39,3,60.0
17,8,7,60.0
11,13,7,80.0
0,1,7,40.079
10,26,3,40.0
5,34,7,250.0
16,34,5,250.0
24,34,6,250.0
34,34,10,250.0
36,34,5,250.0
14,37,9,120.0
41,37,3,120.0
32,39,7,100.0
10,14,8,100.0
11,15,9,40.0
14,16,4,70.0
35,16,3,70.0
32,26,4,40.0
36,35,2,30.0
45,47,7,80.0
48,50,9,120.0
52,56,4,50.0
5,60,3,60.0
29,60,4,60.0
10,4,8,80.0
0,3,3,80.0
1,3,6,80.058
3,3,6,80.069
0,2,3,50.115
7,5,2,20.0
2,6,4,20.0
3,6,4,20.0
4,6,5,20.0
6,6,2,20.0
9,6,1,20.0
6,7,2,30.0
8,7,1,30.0
9,7,1,30.0
6,7,2,40.0
7,7,4,40.0
8,7,4,40.0
35,36,2,20.0
36,37,2,20.0
40,42,13,100.0
43,45,4,110.0
14,46,2,30.0
0,48,3,60.0
12,48,2,60.0
12,57,2,30.0
58,57,3,30.0
60,59,3,30.0
62,61,4,40.0
33,64,8,40.0
49,64,6,40.0
65,64,4,40.0
35,33,4,40.0
11,35,2,70.0
30,35,4,70.0
38,41,6,190.0
45,41,5,190.0
48,46,7,80.0
6,48,3,60.0
63,54,15,90.0
64,60,4,30.0
67,60,3,30.0
67,66,3,120.0
0,1,6,100.061
2,14,3,100.0
2,4,7,80.106
5,4,7,80.203
7,4,4,80.111
8,4,7,80.111
13,4,12,80.0
12,12,10,110.0
1,1,6,70.329
11,11,6,70.0
14,16,4,60.0
18,16,10,90.0
17,13,8,90.0
23,18,6,70.0
15,20,5,80.0
24,23,5,60.0
29,25,4,130.0
11,33,5,80.0
33,33,11,80.0
34,34,4,60.0
16,37,5,110.0
1,1,9,90.224
14,17,8,90.0
24,18,9,130.0
7,8,9,90.096
9,12,10,100.0
28,17,2,100.0
25,25,2,80.0
26,25,3,80.0
27,25,14,80.0
53,25,5,80.0
34,35,4,60.0
45,46,5,60.0
50,49,6,60.0
12,12,9,230.0
14,12,12,230.042
20,17,6,120.0
12,0,3,30.0
10,14,7,110.0
4,4,8,110.051
1,11,10,230.0
7,11,12,230.008
8,11,6,230.0
9,11,9,230.0
14,11,4,230.0
15,11,4,230.0
16,11,6,230.0
22,22,4,40.0
0,20,3,90.0
20,25,3,30.0
32,39,10,110.0
